UNITID,InstitutionName,State-Country,Region,SECTOR,Level,HighestDegreeOffered,UnderGradOfferings,GradOfferings,DegreeOffered,DegreeGrantingYN,HBCU,TRIBAL,DegreeOfUrban,InstCatOfProg,Degrees-Majors,MajorFields,InstSize,UNITID,"Level of Student","Grand Total","Grand Total Men","Grand Total Women",MyUnknownColumn,UNITID,"Grand Total","Grand Total Men","Grand Total Women"
104443,"Empire Beauty School-Chandler",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,104443,2,101,10,91,79,104443,30,1,29
104568,"Avalon School of Cosmetology-Mesa",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,104568,1,536,16,520,80,104568,225,6,219
104568,"Avalon School of Cosmetology-Mesa",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,104568,2,536,16,520,80,104568,225,6,219
104577,"Eastern Arizona College",4,6,4,2,3,1,2,40,1,2,2,33,4,6,3,3,104577,1,8529,4040,4489,81,104577,1344,853,491
104577,"Eastern Arizona College",4,6,4,2,3,1,2,40,1,2,2,33,4,6,3,3,104577,2,8529,4040,4489,81,104577,1344,853,491
104586,"Embry-Riddle Aeronautical University-Prescott",4,6,2,1,7,1,1,20,1,2,2,41,2,22,22,2,104586,1,2928,2197,731,82,104586,474,349,125
104586,"Embry-Riddle Aeronautical University-Prescott",4,6,2,1,7,1,1,20,1,2,2,41,2,22,22,2,104586,2,2858,2154,704,82,104586,474,349,125
104586,"Embry-Riddle Aeronautical University-Prescott",4,6,2,1,7,1,1,20,1,2,2,41,2,22,22,2,104586,4,70,43,27,82,104586,474,349,125
104665,"School of Architecture at Taliesin",4,6,2,1,7,2,1,20,1,2,2,41,1,30,30,1,104665,1,24,12,12,83,104665,7,6,1
104665,"School of Architecture at Taliesin",4,6,2,1,7,2,1,20,1,2,2,41,1,30,30,1,104665,4,24,12,12,83,104665,7,6,1
104708,"Glendale Community College",4,6,4,2,3,1,2,40,1,2,2,21,4,2,7,4,104708,1,26054,11857,14197,84,104708,2432,1109,1323
104708,"Glendale Community College",4,6,4,2,3,1,2,40,1,2,2,21,4,2,7,4,104708,2,26054,11857,14197,84,104708,2432,1109,1323
104717,"Grand Canyon University",4,6,3,1,9,1,1,12,1,2,2,11,2,17,18,5,104717,1,145131,38887,106244,85,104717,23798,5790,18008
104717,"Grand Canyon University",4,6,3,1,9,1,1,12,1,2,2,11,2,17,18,5,104717,2,83642,24076,59566,85,104717,23798,5790,18008
104717,"Grand Canyon University",4,6,3,1,9,1,1,12,1,2,2,11,2,17,18,5,104717,4,61489,14811,46678,85,104717,23798,5790,18008
105145,"GateWay Community College",4,6,4,2,4,1,2,40,1,2,2,11,4,8,7,3,105145,1,7685,3251,4434,86,105145,1147,419,728
105145,"GateWay Community College",4,6,4,2,4,1,2,40,1,2,2,11,4,8,7,3,105145,2,7685,3251,4434,86,105145,1147,419,728
105154,"Mesa Community College",4,6,4,2,3,1,2,40,1,2,2,11,4,2,7,5,105154,1,29837,13975,15862,87,105154,2410,1158,1252
105154,"Mesa Community College",4,6,4,2,3,1,2,40,1,2,2,11,4,2,7,5,105154,2,29837,13975,15862,87,105154,2410,1158,1252
105206,"Mohave Community College",4,6,4,2,3,1,2,40,1,2,2,41,4,5,5,2,105206,1,5539,1876,3663,88,105206,516,193,323
105206,"Mohave Community College",4,6,4,2,3,1,2,40,1,2,2,41,4,5,5,2,105206,2,5539,1876,3663,88,105206,516,193,323
105215,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,105215,1,1374,1301,73,89,105215,533,508,25
105215,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,105215,2,1374,1301,73,89,105215,533,508,25
105297,"Dine College",4,6,1,1,5,1,2,30,1,2,1,43,3,33,33,2,105297,1,1996,662,1334,90,105297,172,39,133
105297,"Dine College",4,6,1,1,5,1,2,30,1,2,1,43,3,33,33,2,105297,2,1996,662,1334,90,105297,172,39,133
105330,"Northern Arizona University",4,6,1,1,9,1,1,11,1,2,2,13,2,16,16,5,105330,1,34934,13166,21768,91,105330,7539,2685,4854
105330,"Northern Arizona University",4,6,1,1,9,1,1,11,1,2,2,13,2,16,16,5,105330,2,29814,11651,18163,91,105330,7539,2685,4854
105330,"Northern Arizona University",4,6,1,1,9,1,1,11,1,2,2,13,2,16,16,5,105330,4,5120,1515,3605,91,105330,7539,2685,4854
105349,"Northland Pioneer College",4,6,4,2,3,1,2,40,1,2,2,41,4,9,3,2,105349,1,5841,2218,3623,92,105349,557,283,274
105349,"Northland Pioneer College",4,6,4,2,3,1,2,40,1,2,2,41,4,9,3,2,105349,2,5841,2218,3623,92,105349,557,283,274
105367,"Ottawa University-Phoenix",4,6,2,1,8,1,1,20,1,2,2,11,2,20,19,2,105367,1,1391,477,914,93,105367,237,65,172
105367,"Ottawa University-Phoenix",4,6,2,1,8,1,1,20,1,2,2,11,2,20,19,2,105367,2,592,167,425,93,105367,237,65,172
105367,"Ottawa University-Phoenix",4,6,2,1,8,1,1,20,1,2,2,11,2,20,19,2,105367,4,799,310,489,93,105367,237,65,172
105428,"Phoenix College",4,6,4,2,4,1,2,40,1,2,2,11,4,5,7,4,105428,1,16719,6086,10633,94,105428,1361,451,910
105428,"Phoenix College",4,6,4,2,4,1,2,40,1,2,2,11,4,5,7,4,105428,2,16719,6086,10633,94,105428,1361,451,910
105525,"Pima Community College",4,6,4,2,3,1,2,40,1,2,2,11,4,1,7,4,105525,1,33708,15178,18530,95,105525,3856,1856,2000
105525,"Pima Community College",4,6,4,2,3,1,2,40,1,2,2,11,4,1,7,4,105525,2,33708,15178,18530,95,105525,3856,1856,2000
105534,"Pima Medical Institute-Tucson",4,6,3,1,5,1,2,30,1,2,2,11,3,26,10,2,105534,1,3425,693,2732,96,105534,1347,263,1084
105534,"Pima Medical Institute-Tucson",4,6,3,1,5,1,2,30,1,2,2,11,3,26,10,2,105534,2,3425,693,2732,96,105534,1347,263,1084
105543,"Pima Medical Institute-Albuquerque",35,6,6,2,3,1,2,40,1,2,2,11,4,10,10,1,105543,1,1152,220,932,97,105543,467,85,382
105543,"Pima Medical Institute-Albuquerque",35,6,6,2,3,1,2,40,1,2,2,11,4,10,10,1,105543,2,1152,220,932,97,105543,467,85,382
105589,"Prescott College",4,6,2,1,9,1,1,12,1,2,2,13,2,20,20,1,105589,1,1063,308,755,98,105589,215,52,163
105589,"Prescott College",4,6,2,1,9,1,1,12,1,2,2,13,2,20,20,1,105589,2,558,194,364,98,105589,215,52,163
105589,"Prescott College",4,6,2,1,9,1,1,12,1,2,2,13,2,20,20,1,105589,4,505,114,391,98,105589,215,52,163
105659,"Refrigeration School Inc",4,6,6,2,3,1,2,40,1,2,2,11,4,11,10,1,105659,1,1524,1448,76,99,105659,674,640,34
105659,"Refrigeration School Inc",4,6,6,2,3,1,2,40,1,2,2,11,4,11,10,1,105659,2,1524,1448,76,99,105659,674,640,34
105668,"Rio Salado College",4,6,4,2,3,1,2,40,1,2,2,12,4,9,7,4,105668,1,41496,16264,25232,100,105668,3472,1804,1668
105668,"Rio Salado College",4,6,4,2,3,1,2,40,1,2,2,12,4,9,7,4,105668,2,41496,16264,25232,100,105668,3472,1804,1668
105677,"Roberto-Venn School of Luthiery",4,6,9,3,1,1,2,0,2,2,2,11,6,-2,-2,1,105677,1,34,34,0,101,105677,34,34,0
105677,"Roberto-Venn School of Luthiery",4,6,9,3,1,1,2,0,2,2,2,11,6,-2,-2,1,105677,2,34,34,0,101,105677,34,34,0
105747,"Scottsdale Community College",4,6,4,2,3,1,2,40,1,2,2,41,4,3,6,3,105747,1,13022,5853,7169,102,105747,942,395,547
105747,"Scottsdale Community College",4,6,4,2,3,1,2,40,1,2,2,41,4,3,6,3,105747,2,13022,5853,7169,102,105747,942,395,547
105792,"South Mountain Community College",4,6,4,2,3,1,2,40,1,2,2,11,4,2,7,2,105792,1,5877,2429,3448,103,105792,413,170,243
105792,"South Mountain Community College",4,6,4,2,3,1,2,40,1,2,2,11,4,2,7,2,105792,2,5877,2429,3448,103,105792,413,170,243
105899,"Arizona Christian University",4,6,2,1,5,1,2,30,1,2,2,21,2,22,22,1,105899,1,857,500,357,104,105899,139,85,54
105899,"Arizona Christian University",4,6,2,1,5,1,2,30,1,2,2,21,2,22,22,1,105899,2,857,500,357,104,105899,139,85,54
106041,"Universal Technical Institute of Arizona Inc",4,6,6,2,3,1,2,40,1,2,2,22,4,11,10,2,106041,1,2589,2459,130,105,106041,1070,1023,47
106041,"Universal Technical Institute of Arizona Inc",4,6,6,2,3,1,2,40,1,2,2,22,4,11,10,2,106041,2,2589,2459,130,105,106041,1070,1023,47
106111,"Empire Beauty School-NW Phoenix",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,106111,1,150,10,140,106,106111,43,4,39
106111,"Empire Beauty School-NW Phoenix",4,6,9,3,2,1,2,0,2,2,2,11,6,-2,-2,1,106111,2,150,10,140,106,106111,43,4,39
106148,"Yavapai College",4,6,4,2,3,1,2,40,1,2,2,13,4,6,3,3,106148,1,9809,4120,5689,107,106148,1264,514,750
106148,"Yavapai College",4,6,4,2,3,1,2,40,1,2,2,13,4,6,3,3,106148,2,9809,4120,5689,107,106148,1264,514,750
106245,"University of Arkansas at Little Rock",5,5,1,1,9,1,1,11,1,2,2,12,2,16,17,3,106245,1,12993,4819,8174,108,106245,2376,867,1509
106245,"University of Arkansas at Little Rock",5,5,1,1,9,1,1,11,1,2,2,12,2,16,17,3,106245,2,9529,3564,5965,108,106245,2376,867,1509
106245,"University of Arkansas at Little Rock",5,5,1,1,9,1,1,11,1,2,2,12,2,16,17,3,106245,4,3464,1255,2209,108,106245,2376,867,1509
106263,"University of Arkansas for Medical Sciences",5,5,1,1,9,1,1,11,1,2,2,12,2,25,25,2,106263,1,2996,948,2048,109,106263,891,250,641
106263,"University of Arkansas for Medical Sciences",5,5,1,1,9,1,1,11,1,2,2,12,2,25,25,2,106263,2,637,113,524,109,106263,891,250,641
106263,"University of Arkansas for Medical Sciences",5,5,1,1,9,1,1,11,1,2,2,12,2,25,25,2,106263,4,2359,835,1524,109,106263,891,250,641
106306,"Arkansas Baptist College",5,5,2,1,5,1,2,30,1,1,2,12,2,23,23,1,106306,1,812,632,180,110,106306,40,17,23
106306,"Arkansas Baptist College",5,5,2,1,5,1,2,30,1,1,2,12,2,23,23,1,106306,2,812,632,180,110,106306,40,17,23
106315,"Arkansas Beauty School-Little Rock",5,5,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,106315,1,236,8,228,111,106315,66,1,65
106315,"Arkansas Beauty School-Little Rock",5,5,9,3,2,1,2,0,2,2,2,12,6,-2,-2,1,106315,2,236,8,228,111,106315,66,1,65
106324,"Arkansas Beauty College",5,5,9,3,2,1,2,0,2,2,2,33,6,-2,-2,1,106324,1,29,0,29,112,106324,15,0,15
106324,"Arkansas Beauty College",5,5,9,3,2,1,2,0,2,2,2,33,6,-2,-2,1,106324,2,29,0,29,112,106324,15,0,15
106342,"Lyon College",5,5,2,1,5,1,2,30,1,2,2,33,2,21,21,1,106342,1,692,389,303,113,106342,124,67,57
106342,"Lyon College",5,5,2,1,5,1,2,30,1,2,2,33,2,21,21,1,106342,2,692,389,303,113,106342,124,67,57
106351,"Arkansas College of Barbering and Hair Design",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,106351,1,187,119,68,114,106351,35,25,10
106351,"Arkansas College of Barbering and Hair Design",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,106351,2,187,119,68,114,106351,35,25,10
106360,"Arthur's Beauty College Inc-Fort Smith",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,106360,1,53,2,51,115,106360,15,0,15
106360,"Arthur's Beauty College Inc-Fort Smith",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,106360,2,53,2,51,115,106360,15,0,15
106397,"University of Arkansas",5,5,1,1,9,1,1,11,1,2,2,13,2,15,15,5,106397,1,30459,14446,16013,116,106397,6324,2928,3396
106397,"University of Arkansas",5,5,1,1,9,1,1,11,1,2,2,13,2,15,15,5,106397,2,25149,11755,13394,116,106397,6324,2928,3396
106397,"University of Arkansas",5,5,1,1,9,1,1,11,1,2,2,13,2,15,15,5,106397,4,5310,2691,2619,116,106397,6324,2928,3396
106412,"University of Arkansas at Pine Bluff",5,5,1,1,9,1,1,12,1,1,2,13,2,22,22,2,106412,1,2818,1190,1628,117,106412,462,167,295
106412,"University of Arkansas at Pine Bluff",5,5,1,1,9,1,1,12,1,1,2,13,2,22,22,2,106412,2,2686,1115,1571,117,106412,462,167,295
106412,"University of Arkansas at Pine Bluff",5,5,1,1,9,1,1,12,1,1,2,13,2,22,22,2,106412,4,132,75,57,117,106412,462,167,295
106449,"Arkansas State University-Beebe",5,5,4,2,3,1,2,40,1,2,2,31,4,5,11,2,106449,1,4716,1852,2864,118,106449,931,398,533
106449,"Arkansas State University-Beebe",5,5,4,2,3,1,2,40,1,2,2,31,4,5,11,2,106449,2,4716,1852,2864,118,106449,931,398,533
106458,"Arkansas State University-Main Campus",5,5,1,1,9,1,1,11,1,2,2,13,2,16,18,4,106458,1,18977,6932,12045,119,106458,4892,1642,3250
106458,"Arkansas State University-Main Campus",5,5,1,1,9,1,1,11,1,2,2,13,2,16,18,4,106458,2,10860,4260,6600,119,106458,4892,1642,3250
106458,"Arkansas State University-Main Campus",5,5,1,1,9,1,1,11,1,2,2,13,2,16,18,4,106458,4,8117,2672,5445,119,106458,4892,1642,3250
106467,"Arkansas Tech University",5,5,1,1,9,1,1,12,1,2,2,33,3,18,18,4,106467,1,13722,5965,7757,120,106467,3017,1165,1852
106467,"Arkansas Tech University",5,5,1,1,9,1,1,12,1,2,2,33,3,18,18,4,106467,2,12483,5601,6882,120,106467,3017,1165,1852
106467,"Arkansas Tech University",5,5,1,1,9,1,1,12,1,2,2,33,3,18,18,4,106467,4,1239,364,875,120,106467,3017,1165,1852
106485,"University of Arkansas at Monticello",5,5,1,1,7,1,1,20,1,2,2,33,3,19,20,2,106485,1,3716,1527,2189,121,106485,1189,479,710
106485,"University of Arkansas at Monticello",5,5,1,1,7,1,1,20,1,2,2,33,3,19,20,2,106485,2,3191,1360,1831,121,106485,1189,479,710
106485,"University of Arkansas at Monticello",5,5,1,1,7,1,1,20,1,2,2,33,3,19,20,2,106485,4,525,167,358,121,106485,1189,479,710
106494,"Arthur's Beauty College Inc-Jacksonville",5,5,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,106494,1,55,3,52,122,106494,19,2,17
106494,"Arthur's Beauty College Inc-Jacksonville",5,5,9,3,2,1,2,0,2,2,2,21,6,-2,-2,1,106494,2,55,3,52,122,106494,19,2,17
106546,"Baptist Health College Little Rock",5,5,5,2,4,1,2,40,1,2,2,12,4,10,-2,1,106546,1,894,110,784,123,106546,417,50,367
106546,"Baptist Health College Little Rock",5,5,5,2,4,1,2,40,1,2,2,12,4,10,-2,1,106546,2,894,110,784,123,106546,417,50,367
106625,"Black River Technical College",5,5,4,2,3,1,2,40,1,2,2,41,4,4,2,2,106625,1,2182,766,1416,124,106625,536,227,309
106625,"Black River Technical College",5,5,4,2,3,1,2,40,1,2,2,41,4,4,2,2,106625,2,2182,766,1416,124,106625,536,227,309
106704,"University of Central Arkansas",5,5,1,1,9,1,1,11,1,2,2,13,2,17,18,4,106704,1,12741,4886,7855,125,106704,2458,890,1568
106704,"University of Central Arkansas",5,5,1,1,9,1,1,11,1,2,2,13,2,17,18,4,106704,2,10512,4308,6204,125,106704,2458,890,1568
106704,"University of Central Arkansas",5,5,1,1,9,1,1,11,1,2,2,13,2,17,18,4,106704,4,2229,578,1651,125,106704,2458,890,1568
106713,"Central Baptist College",5,5,2,1,5,1,2,30,1,2,2,13,2,22,22,1,106713,1,849,463,386,126,106713,133,63,70
106713,"Central Baptist College",5,5,2,1,5,1,2,30,1,2,2,13,2,22,22,1,106713,2,849,463,386,126,106713,133,63,70
106795,"Cossatot Community College of the University of Arkansas",5,5,4,2,3,1,2,40,1,2,2,41,4,6,11,2,106795,1,1948,673,1275,127,106795,500,230,270
106795,"Cossatot Community College of the University of Arkansas",5,5,4,2,3,1,2,40,1,2,2,41,4,6,11,2,106795,2,1948,673,1275,127,106795,500,230,270
106810,"Crowley's Ridge College",5,5,2,1,5,1,2,30,1,2,2,41,2,22,13,1,106810,1,207,102,105,128,106810,24,7,17
106810,"Crowley's Ridge College",5,5,2,1,5,1,2,30,1,2,2,41,2,22,13,1,106810,2,207,102,105,128,106810,24,7,17
106883,"East Arkansas Community College",5,5,4,2,3,1,2,40,1,2,2,32,4,3,1,2,106883,1,1721,631,1090,129,106883,350,184,166
106883,"East Arkansas Community College",5,5,4,2,3,1,2,40,1,2,2,32,4,3,1,2,106883,2,1721,631,1090,129,106883,350,184,166
106892,"Eastern College of Health Vocations-Little Rock",5,5,9,3,1,1,2,0,2,2,2,12,6,-2,-2,1,106892,1,395,16,379,130,106892,219,6,213
106892,"Eastern College of Health Vocations-Little Rock",5,5,9,3,1,1,2,0,2,2,2,12,6,-2,-2,1,106892,2,395,16,379,130,106892,219,6,213
106908,"Imagine-Paul Mitchell Partner School",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,106908,1,599,43,556,131,106908,223,14,209
106908,"Imagine-Paul Mitchell Partner School",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,106908,2,599,43,556,131,106908,223,14,209
106980,"National Park College",5,5,4,2,4,1,2,40,1,2,2,23,4,7,2,2,106980,1,3278,1221,2057,132,106980,498,194,304
106980,"National Park College",5,5,4,2,4,1,2,40,1,2,2,23,4,7,2,2,106980,2,3278,1221,2057,132,106980,498,194,304
106999,"University of Arkansas Community College-Batesville",5,5,4,2,3,1,2,40,1,2,2,33,4,7,11,2,106999,1,1610,522,1088,133,106999,463,146,317
106999,"University of Arkansas Community College-Batesville",5,5,4,2,3,1,2,40,1,2,2,33,4,7,11,2,106999,2,1610,522,1088,133,106999,463,146,317
107044,"Harding University",5,5,2,1,9,1,1,11,1,2,2,32,2,17,18,2,107044,1,5717,2478,3239,134,107044,1208,502,706
107044,"Harding University",5,5,2,1,9,1,1,11,1,2,2,32,2,17,18,2,107044,2,4323,1975,2348,134,107044,1208,502,706
107044,"Harding University",5,5,2,1,9,1,1,11,1,2,2,32,2,17,18,2,107044,4,1394,503,891,134,107044,1208,502,706
107071,"Henderson State University",5,5,1,1,8,1,1,20,1,2,2,32,2,19,19,2,107071,1,4565,1844,2721,135,107071,733,254,479
107071,"Henderson State University",5,5,1,1,8,1,1,20,1,2,2,32,2,19,19,2,107071,2,3766,1627,2139,135,107071,733,254,479
107071,"Henderson State University",5,5,1,1,8,1,1,20,1,2,2,32,2,19,19,2,107071,4,799,217,582,135,107071,733,254,479
107080,"Hendrix College",5,5,2,1,7,1,1,20,1,2,2,13,2,21,21,2,107080,1,1226,591,635,136,107080,315,146,169
107080,"Hendrix College",5,5,2,1,7,1,1,20,1,2,2,13,2,21,21,2,107080,2,1219,589,630,136,107080,315,146,169
107080,"Hendrix College",5,5,2,1,7,1,1,20,1,2,2,13,2,21,21,2,107080,4,7,2,5,136,107080,315,146,169
107099,"Hot Springs Beauty College",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107099,1,39,4,35,137,107099,15,1,14
107099,"Hot Springs Beauty College",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107099,2,39,4,35,137,107099,15,1,14
107123,"Jefferson Regional Medical Center School of Nursing",5,5,5,2,3,1,2,40,1,2,2,13,4,-2,-2,1,107123,1,122,14,108,138,107123,37,6,31
107123,"Jefferson Regional Medical Center School of Nursing",5,5,5,2,3,1,2,40,1,2,2,13,4,-2,-2,1,107123,2,122,14,108,138,107123,37,6,31
107141,"John Brown University",5,5,2,1,8,1,1,20,1,2,2,32,2,19,22,2,107141,1,2830,1146,1684,139,107141,644,248,396
107141,"John Brown University",5,5,2,1,8,1,1,20,1,2,2,32,2,19,22,2,107141,2,2078,902,1176,139,107141,644,248,396
107141,"John Brown University",5,5,2,1,8,1,1,20,1,2,2,32,2,19,22,2,107141,4,752,244,508,139,107141,644,248,396
107220,"Career Academy of Hair Design",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107220,1,321,16,305,140,107220,149,7,142
107220,"Career Academy of Hair Design",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107220,2,321,16,305,140,107220,149,7,142
107293,"Academy of Salon and Spa",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107293,1,91,10,81,141,107293,34,0,34
107293,"Academy of Salon and Spa",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107293,2,91,10,81,141,107293,34,0,34
107318,"Arkansas State University Mid-South",5,5,4,2,3,1,2,40,1,2,2,21,4,3,4,2,107318,1,1852,677,1175,142,107318,395,134,261
107318,"Arkansas State University Mid-South",5,5,4,2,3,1,2,40,1,2,2,21,4,3,4,2,107318,2,1852,677,1175,142,107318,395,134,261
107327,"Arkansas Northeastern College",5,5,4,2,3,1,2,40,1,2,2,41,4,9,2,2,107327,1,2006,792,1214,143,107327,372,129,243
107327,"Arkansas Northeastern College",5,5,4,2,3,1,2,40,1,2,2,41,4,9,2,2,107327,2,2006,792,1214,143,107327,372,129,243
107442,"New Tyler Barber College Inc",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107442,1,57,41,16,144,107442,21,18,3
107442,"New Tyler Barber College Inc",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107442,2,57,41,16,144,107442,21,18,3
107460,"North Arkansas College",5,5,4,2,3,1,2,40,1,2,2,33,4,4,2,2,107460,1,2311,907,1404,145,107460,550,233,317
107460,"North Arkansas College",5,5,4,2,3,1,2,40,1,2,2,33,4,4,2,2,107460,2,2311,907,1404,145,107460,550,233,317
107488,"Northwest Technical Institute",5,5,7,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107488,1,317,199,118,146,107488,150,102,48
107488,"Northwest Technical Institute",5,5,7,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107488,2,317,199,118,146,107488,150,102,48
107512,"Ouachita Baptist University",5,5,2,1,5,1,2,30,1,2,2,32,2,22,21,2,107512,1,1768,799,969,147,107512,337,160,177
107512,"Ouachita Baptist University",5,5,2,1,5,1,2,30,1,2,2,32,2,22,21,2,107512,2,1768,799,969,147,107512,337,160,177
107521,"Arkansas State University Three Rivers",5,5,4,2,3,1,2,40,1,2,2,31,4,9,1,2,107521,1,1663,647,1016,148,107521,480,143,337
107521,"Arkansas State University Three Rivers",5,5,4,2,3,1,2,40,1,2,2,31,4,9,1,2,107521,2,1663,647,1016,148,107521,480,143,337
107549,"Ozarka College",5,5,4,2,3,1,2,40,1,2,2,43,4,8,1,2,107549,1,1554,451,1103,149,107549,641,154,487
107549,"Ozarka College",5,5,4,2,3,1,2,40,1,2,2,43,4,8,1,2,107549,2,1554,451,1103,149,107549,641,154,487
107558,"University of the Ozarks",5,5,2,1,5,1,2,30,1,2,2,33,2,22,22,1,107558,1,916,452,464,150,107558,147,71,76
107558,"University of the Ozarks",5,5,2,1,5,1,2,30,1,2,2,33,2,22,22,1,107558,2,916,452,464,150,107558,147,71,76
107585,"University of Arkansas Community College-Morrilton",5,5,4,2,3,1,2,40,1,2,2,32,4,4,11,2,107585,1,2475,892,1583,151,107585,689,282,407
107585,"University of Arkansas Community College-Morrilton",5,5,4,2,3,1,2,40,1,2,2,32,4,4,11,2,107585,2,2475,892,1583,151,107585,689,282,407
107600,"Philander Smith College",5,5,2,1,5,1,2,30,1,1,2,12,2,22,22,1,107600,1,1075,372,703,152,107600,81,30,51
107600,"Philander Smith College",5,5,2,1,5,1,2,30,1,1,2,12,2,22,22,1,107600,2,1075,372,703,152,107600,81,30,51
107619,"Phillips Community College of the University of Arkansas",5,5,4,2,3,1,2,40,1,2,2,41,4,6,11,2,107619,1,1941,771,1170,153,107619,386,145,241
107619,"Phillips Community College of the University of Arkansas",5,5,4,2,3,1,2,40,1,2,2,41,4,6,11,2,107619,2,1941,771,1170,153,107619,386,145,241
107637,"Southeast Arkansas College",5,5,4,2,3,1,2,40,1,2,2,13,4,1,2,2,107637,1,1731,539,1192,154,107637,267,64,203
107637,"Southeast Arkansas College",5,5,4,2,3,1,2,40,1,2,2,13,4,1,2,2,107637,2,1731,539,1192,154,107637,267,64,203
107655,"Professional Cosmetology Education Center",5,5,9,3,2,1,2,0,2,2,2,33,6,-2,-2,1,107655,1,54,1,53,155,107655,18,1,17
107655,"Professional Cosmetology Education Center",5,5,9,3,2,1,2,0,2,2,2,33,6,-2,-2,1,107655,2,54,1,53,155,107655,18,1,17
107664,"University of Arkansas-Pulaski Technical College",5,5,4,2,3,1,2,40,1,2,2,13,4,1,6,3,107664,1,7488,2685,4803,156,107664,991,352,639
107664,"University of Arkansas-Pulaski Technical College",5,5,4,2,3,1,2,40,1,2,2,13,4,1,6,3,107664,2,7488,2685,4803,156,107664,991,352,639
107725,"University of Arkansas Hope-Texarkana",5,5,4,2,3,1,2,40,1,2,2,32,4,4,11,2,107725,1,1910,601,1309,157,107725,510,182,328
107725,"University of Arkansas Hope-Texarkana",5,5,4,2,3,1,2,40,1,2,2,32,4,4,11,2,107725,2,1910,601,1309,157,107725,510,182,328
107743,"University of Arkansas Community College Rich Mountain",5,5,4,2,3,1,2,40,1,2,2,33,4,6,1,1,107743,1,1051,338,713,158,107743,251,66,185
107743,"University of Arkansas Community College Rich Mountain",5,5,4,2,3,1,2,40,1,2,2,33,4,6,1,1,107743,2,1051,338,713,158,107743,251,66,185
107789,"Paul Mitchell the School-Arkansas",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107789,1,151,9,142,159,107789,65,0,65
107789,"Paul Mitchell the School-Arkansas",5,5,9,3,2,1,2,0,2,2,2,13,6,-2,-2,1,107789,2,151,9,142,159,107789,65,0,65
107831,"Searcy Beauty College",5,5,9,3,2,1,2,0,2,2,2,32,6,-2,-2,1,107831,1,119,4,115,160,107831,26,3,23
107831,"Searcy Beauty College",5,5,9,3,2,1,2,0,2,2,2,32,6,-2,-2,1,107831,2,119,4,115,160,107831,26,3,23
107840,"Shorter College",5,5,5,2,3,1,2,40,1,1,2,13,4,2,-2,1,107840,1,359,105,254,161,107840,36,7,29
107840,"Shorter College",5,5,5,2,3,1,2,40,1,1,2,13,4,2,-2,1,107840,2,359,105,254,161,107840,36,7,29
107877,"Williams Baptist University",5,5,2,1,7,1,1,20,1,2,2,42,2,21,22,1,107877,1,555,313,242,162,107877,77,39,38
107877,"Williams Baptist University",5,5,2,1,7,1,1,20,1,2,2,42,2,21,22,1,107877,2,531,305,226,162,107877,77,39,38
107877,"Williams Baptist University",5,5,2,1,7,1,1,20,1,2,2,42,2,21,22,1,107877,4,24,8,16,162,107877,77,39,38
107974,"South Arkansas Community College",5,5,4,2,3,1,2,40,1,2,2,33,4,5,1,2,107974,1,2150,627,1523,163,107974,573,213,360
107974,"South Arkansas Community College",5,5,4,2,3,1,2,40,1,2,2,33,4,5,1,2,107974,2,2150,627,1523,163,107974,573,213,360
107983,"Southern Arkansas University Main Campus",5,5,1,1,7,1,1,20,1,2,2,33,2,18,19,2,107983,1,5182,2156,3026,164,107983,1153,504,649
107983,"Southern Arkansas University Main Campus",5,5,1,1,7,1,1,20,1,2,2,33,2,18,19,2,107983,2,3889,1689,2200,164,107983,1153,504,649
